,Agent,Application ID,Burn Priority,Burn Request ID,Est. Permit Tonnage,Forest Health Exempt,Harvest Acres,Ignition Date,Ignition Period,In UGA,Landowner,Multi Day Burn,Permit Number,Post-Burn,Proposed Burn Area,Request Date,Smoke Dispersed,Total Proposed Burn,Unit Name,Lat,Lon,Request Year,Request Month,Burn Decision,Decision Date,Region
110,Greg Nesgoda,7833,,8849,82.0,,34.0,2018-09-18 09:30:00,5.0,,Rayonier Washington Timber Company Rayonier Washington Timber Company,,PC20180105,,34.0,2018-09-20 00:00:00,,82.0,10N10W002,46.366789, -121.530416,2018,9,Approved,2018-09-20 00:00:00,PC
111,Greg Nesgoda,7832,,8848,68.0,,43.0,2018-09-18 09:30:00,5.0,,Rayonier Washington Timber Company Rayonier Washington Timber Company,,PC20180104,,43.0,2018-09-20 00:00:00,,68.0,10N09W010,46.350572, -123.778341,2018,9,Approved,2018-09-20 00:00:00,PC
112,Kaino Ryan,7824,,8847,70.0,,14.0,2018-09-18 09:30:00,5.0,,TC&I - Chinook TC&I - Chinook,,PC20180116,,14.0,2018-09-20 00:00:00,,70.0,COHO BURN,46.336462, -123.900956,2018,9,Approved,2018-09-20 00:00:00,PC
113,Lloyd Pursley,7820,,8846,94.0,,20.0,2018-09-18 09:30:00,5.0,,David Flesher,,PC20180125,,20.0,2018-09-20 00:00:00,,94.0,345S. MILITARY RD,46.452809, -122.897049,2018,9,Approved,2018-09-20 00:00:00,PC
114,,7819,,8845,58.0,,15.0,2018-09-18 09:30:00,5.0,,Tim Leduc,,PC20180127,,15.0,2018-09-20 00:00:00,,58.0,WIDGEON HILL RD,46.684488, -122.918812,2018,9,Approved,2018-09-20 00:00:00,PC
115,Justin Glaser,6870,,9054,30.0,,2.0,2018-09-18 09:30:00,5.0,,Justin Glaser,,NW20180032,,2.0,2018-10-01 00:00:00,,30.0,SOUTH LAKE ROESIGER,47.986073, -121.914972,2018,10,Approved,2018-10-01 00:00:00,NW
116,,8763,,9156,10.0,,4.0,2018-09-17 09:30:00,5.0,,Kent Ziegler,,PC20180124,,4.0,2018-09-17 00:00:00,,10.0,K.ZIEGLER,45.715248, -122.116106,2018,9,Approved,2018-09-17 00:00:00,PC
117,Todd Bates,6751,,8731,30.0,,8.0,2018-09-17 09:30:00,5.0,,Port Of Grays Harbor-Satsop Business Park Port Of Grays Harbor-Satsop Business Park,,PC20180098,,8.0,2018-09-18 00:00:00,,30.0,UTILITY LANE,46.974108, -123.461236,2018,9,Approved,2018-09-18 00:00:00,PC
118,,6749,,8730,99.0,,42.0,2018-09-17 09:30:00,5.0,,David Litowitz,,PC20180094,,42.0,2018-09-18 00:00:00,,99.0,LITOWITZ,46.742246, -122.771261,2018,9,Approved,2018-09-18 00:00:00,PC
119,,6748,,8729,30.0,,1.0,2018-09-17 09:30:00,5.0,,William Laglois,,PC20180093,,1.0,2018-09-18 00:00:00,,30.0,DREWS PRAIRIE,46.45269, -122.876018,2018,9,Approved,2018-09-18 00:00:00,PC
120,Robert Rose,6747,,8728,30.0,,9.0,2018-09-17 09:30:00,5.0,,Rose Ranch Llc Rose Ranch Llc,,PC20180092,,9.0,2018-09-18 00:00:00,,30.0,BAY CENTER RD,46.598842, -123.932004,2018,9,Approved,2018-09-18 00:00:00,PC
121,JERAD SPOGEN,6746,,8727,29.0,,18.0,2018-09-17 09:30:00,5.0,,Jorgensen Timber Llc Jorgensen Timber Llc,,PC20180090,,18.0,2018-09-18 00:00:00,,29.0,MCEWEN PILES,46.539781, -122.897032,2018,9,Approved,2018-09-18 00:00:00,PC
122,JERAD SPOGEN,6745,,8726,65.0,,64.0,2018-09-17 09:30:00,5.0,,Jorgensen Timber Llc Jorgensen Timber Llc,,PC20180089,,64.0,2018-09-18 00:00:00,,65.0,WRIGHT FARM PILES,46.539525, -122.605328,2018,9,Approved,2018-09-18 00:00:00,PC
123,JERAD SPOGEN,6744,,8725,53.0,,21.0,2018-09-17 09:30:00,5.0,,Jorgensen Timber Llc Jorgensen Timber Llc,,PC20180088,,21.0,2018-09-18 00:00:00,,53.0,WEYCO ALPHA PILES,46.626463, -122.708819,2018,9,Approved,2018-09-18 00:00:00,PC
124,JERAD SPOGEN,6743,,8724,34.0,,10.0,2018-09-17 09:30:00,5.0,,Jorgensen Timber Llc Jorgensen Timber Llc,,PC20180087,,10.0,2018-09-18 00:00:00,,34.0,WOLTERS PILES,46.713302, -122.876826,2018,9,Approved,2018-09-18 00:00:00,PC
125,WESTERN TIMBER INC WESTERN TIMBER INC,6741,,8723,65.0,,12.0,2018-09-17 09:30:00,5.0,,Scott Turner Road LLC Scott Turner Road LLC,,PC20180044,,12.0,2018-09-18 00:00:00,,65.0,TENNESSEE RD,46.539699, -122.960121,2018,9,Approved,2018-09-18 00:00:00,PC
126,Neris Biciunas,6972,,10480,30.0,,4.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180085,,4.0,2018-10-03 00:00:00,,30.0,,47.975789, -124.406673,2018,10,Approved,2018-10-03 00:00:00,OL
127,Neris Biciunas,6971,,10533,61.0,,11.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180060,,11.0,2018-10-03 00:00:00,,61.0,,48.146007, -124.528434,2018,10,Approved,2018-10-03 00:00:00,OL
128,Neris Biciunas,6478,,11832,51.0,,7.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180078,,7.0,2018-10-03 00:00:00,,51.0,,47.889509, -124.512787,2018,10,Approved,2018-10-03 00:00:00,OL
129,Neris Biciunas,6477,,11831,10.0,,9.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180077,,9.0,2018-10-03 00:00:00,,10.0,,47.961569, -124.428645,2018,10,Approved,2018-10-03 00:00:00,OL
130,Neris Biciunas,6476,,11830,69.0,,24.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180076,,24.0,2018-10-03 00:00:00,,69.0,,47.87477, -124.45053,2018,10,Approved,2018-10-03 00:00:00,OL
131,Neris Biciunas,6474,,11829,95.0,,42.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180074,,42.0,2018-10-03 00:00:00,,95.0,,47.845248, -124.472955,2018,10,Approved,2018-10-03 00:00:00,OL
132,Neris Biciunas,6473,,11828,69.0,,42.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180073,,42.0,2018-10-03 00:00:00,,69.0,,47.816355, -124.4513,2018,10,Approved,2018-10-03 00:00:00,OL
133,Neris Biciunas,6469,,11827,64.0,,18.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180069,,18.0,2018-10-03 00:00:00,,64.0,,47.787477, -124.451253,2018,10,Approved,2018-10-03 00:00:00,OL
134,Neris Biciunas,6464,,11826,59.0,,22.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180063,,22.0,2018-10-03 00:00:00,,59.0,,48.088108, -124.486083,2018,10,Approved,2018-10-03 00:00:00,OL
135,Neris Biciunas,6463,,11825,69.0,,9.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180062,,9.0,2018-10-03 00:00:00,,69.0,,47.975751, -124.493583,2018,10,Approved,2018-10-03 00:00:00,OL
136,Neris Biciunas,5936,,12641,8.0,,9.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180059,,9.0,2018-10-03 00:00:00,,8.0,,48.202171, -124.421048,2018,10,Approved,2018-10-03 00:00:00,OL
137,Neris Biciunas,5934,,12640,40.0,,12.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180057,,12.0,2018-10-03 00:00:00,,40.0,,48.117063, -124.528687,2018,10,Approved,2018-10-03 00:00:00,OL
138,Neris Biciunas,5924,,9165,53.0,,9.0,2018-09-14 09:30:00,5.0,,Rayonier Washingotn Timber Company Rayonier Washingotn Timber Company,,OL20180046,,9.0,2018-10-03 00:00:00,,53.0,,48.131467, -124.507272,2018,10,Approved,2018-10-03 00:00:00,OL
139,Greg Nesgoda,8747,,10595,42.0,,7.0,2018-09-06 09:30:00,5.0,,Rayonier Washington Timber Company Rayonier Washington Timber Company,,OL20180035,,7.0,2018-10-10 00:00:00,,42.0,20N10W041,47.177182, -123.889432,2018,10,Approved,2018-10-10 00:00:00,OL
140,,7447,,9747,47.0,,100.0,2018-09-06 09:30:00,5.0,,James Potestio,,NE20180208,,100.0,2018-09-06 00:00:00,,47.0,,48.157589, -117.833854,2018,9,Approved,2018-09-06 00:00:00,NE
141,Dan Schold,8752,,9750,30.0,,9.0,2018-09-05 09:30:00,5.0,,Dan Schold,,OL20180088,,9.0,2018-09-07 00:00:00,,30.0,,48.079721, -123.28616,2018,9,Approved,2018-09-07 00:00:00,OL
142,Ben Maccoy,8750,,9749,75.0,,73.0,2018-08-25 09:30:00,5.0,,Grays Harbor County Grays Harbor County,,OL20180027,,73.0,2018-09-07 00:00:00,,75.0,,47.233095, -123.807607,2018,9,Approved,2018-09-07 00:00:00,OL
143,Ben Maccoy,8749,,9748,65.0,,97.0,2018-08-25 09:30:00,5.0,,Grays Harbor County Grays Harbor County,,OL20180026,,97.0,2018-09-07 00:00:00,,65.0,,47.233095, -123.807607,2018,9,Approved,2018-09-07 00:00:00,OL
144,,7047,,9746,43.0,,80.0,2018-08-15 09:30:00,5.0,,Alan Walker,,NE20180201,,80.0,2018-09-02 00:00:00,,43.0,FP# 3015178,48.863547, -118.495242,2018,9,Approved,2018-09-02 00:00:00,NE
145,,7412,,9745,30.0,,5.0,2018-06-21 09:30:00,5.0,,Robert Walter,,NE20180199,,5.0,2018-06-26 00:00:00,,30.0,,47.603894, -117.184808,2018,6,Approved,2018-06-26 00:00:00,NE
146,,7411,,9744,30.0,,10.0,2018-06-21 09:30:00,5.0,,Tom Bohannon,,NE20180198,,10.0,2018-06-26 00:00:00,,30.0,,47.911024, -117.422338,2018,6,Approved,2018-06-26 00:00:00,NE
147,Josh Meek,6399,,8152,71.0,,24.0,2018-06-21 09:30:00,5.0,,Linda Amondson-Muller,,PC20180085,,24.0,2018-06-21 00:00:00,,71.0,MCCORMICK CREEK ROAD,46.55262, -123.311485,2018,6,Approved,2018-06-21 00:00:00,PC
148,Greg Saltsman,8855,,9741,1778.0,,219.0,2018-06-19 09:00:00,360.0,,WA Dept Fish And Wildlife WA Dept Fish And Wildlife,,NE20180102,,45.0,2018-06-12 00:00:00,,260.0,"WEST BRANCH LECLERC UNIT 2, 3",48.563739, -117.425085,2018,6,Approved,2018-06-19 00:00:00,NE
149,,7410,,9743,30.0,,10.0,2018-06-19 09:30:00,5.0,,Darryl Matlen,,NE20180200,,10.0,2018-06-26 00:00:00,,30.0,,47.707732, -117.186232,2018,6,Approved,2018-06-26 00:00:00,NE
150,Greg Saltsman,8855,,9740,1778.0,,219.0,2018-06-18 09:00:00,360.0,,WA Dept Fish And Wildlife WA Dept Fish And Wildlife,,NE20180102,,42.0,2018-06-12 00:00:00,,260.0,"WEST BRANCH LECLERC UNIT 2, 3",48.563739, -117.425085,2018,6,Approved,2018-06-18 00:00:00,NE
151,,8081,,8046,30.0,,5.0,2018-06-16 09:30:00,5.0,,Anthony Schlecht,,PC20180083,,5.0,2018-06-16 00:00:00,,30.0,A SCHLECHT,45.873969, -122.441512,2018,6,Approved,2018-06-16 00:00:00,PC
152,TIM BOWERS,8740,,8048,30.0,,10.0,2018-06-15 09:30:00,5.0,,Mike Cramer,,PC20180079,,10.0,2018-06-18 00:00:00,,30.0,166 A TUCKER RD,46.539488, -122.751034,2018,6,Approved,2018-06-18 00:00:00,PC
153,TIM BOWERS,8739,,8047,30.0,,5.0,2018-06-15 09:30:00,5.0,,Garcia Contreras,,PC20180078,,5.0,2018-06-18 00:00:00,,30.0,432 NELSON RD,46.525216, -122.959844,2018,6,Approved,2018-06-18 00:00:00,PC
154,Greg Saltsman,8855,,8626,1778.0,,219.0,2018-06-14 09:00:00,480.0,,WA Dept Fish And Wildlife WA Dept Fish And Wildlife,,NE20180102,,62.0,2018-06-12 00:00:00,,795.0,"WEST BRANCH LECLERC UNIT 2, 3",48.563739, -117.425085,2018,6,Approved,2018-06-14 00:00:00,NE
155,Greg Saltsman,8855,,8622,1778.0,,219.0,2018-06-13 10:00:00,300.0,,WA Dept Fish And Wildlife WA Dept Fish And Wildlife,,NE20180102,,62.0,2018-06-04 00:00:00,,795.0,"WEST BRANCH LECLERC UNIT 2, 3",48.563739, -117.425085,2018,6,Approved,2018-06-13 00:00:00,NE
156,,8738,,9705,35.0,,1.0,2018-06-13 09:30:00,5.0,,Ty Kaski,,PC20180080,,1.0,2018-06-14 00:00:00,,35.0,TY KASKI,45.888365, -122.400095,2018,6,Approved,2018-06-14 00:00:00,PC
157,Paul McGrew,8267,,8627,30.0,,7.0,2018-06-12 09:30:00,5.0,,George Elkins,,PC20180077,,7.0,2018-06-12 00:00:00,,30.0,ELKINS,45.599763, -122.197441,2018,6,Approved,2018-06-12 00:00:00,PC
158,,6049,,8628,30.0,,6.0,2018-06-09 09:30:00,5.0,,Ronald Moore,,NE20180195,,6.0,2018-06-14 00:00:00,,30.0,,48.039578, -117.403984,2018,6,Approved,2018-06-14 00:00:00,NE
159,,8741,,8711,30.0,,5.0,2018-06-08 09:30:00,5.0,,Bruce Flanagan,,NE20180196,,5.0,2018-06-26 00:00:00,,30.0,,48.039292, -117.339019,2018,6,Approved,2018-06-26 00:00:00,NE
160,,8099,,9704,30.0,,10.0,2018-06-07 09:30:00,5.0,,Randy Toner,,NE20180193,,10.0,2018-06-12 00:00:00,,30.0,,48.024876, -117.339018,2018,6,Approved,2018-06-12 00:00:00,NE
161,,6661,,9700,30.0,,5.0,2018-06-07 09:30:00,5.0,,Kaylee Partridge,,PC20180076,,5.0,2018-06-07 00:00:00,,30.0,PARTRIDGE,46.192118, -123.203687,2018,6,Approved,2018-06-07 00:00:00,PC
162,,6048,,8045,30.0,,2.0,2018-06-07 09:30:00,5.0,,Michelle Chambliss,,PC20180075,,2.0,2018-06-07 00:00:00,,30.0,ESTES RD.-CHAMBLISS,46.307985, -122.83477,2018,6,Approved,2018-06-07 00:00:00,PC
163,,6047,,8623,30.0,,1.0,2018-06-07 09:30:00,5.0,,Jonathon Woods,,PC20180074,,1.0,2018-06-07 00:00:00,,30.0,RINK RD.-WOODS,46.293592, -122.855179,2018,6,Approved,2018-06-07 00:00:00,PC
164,,8098,,9703,30.0,,5.0,2018-06-06 09:30:00,5.0,,Steve Pederson,,NE20180190,,5.0,2018-06-12 00:00:00,,30.0,,47.896679, -117.379398,2018,6,Approved,2018-06-12 00:00:00,NE
165,,8097,,9699,30.0,,5.0,2018-06-06 09:30:00,5.0,,Jim Kellogg,,NE20180188,,5.0,2018-06-12 00:00:00,,30.0,,47.664726, -117.657654,2018,6,Approved,2018-06-12 00:00:00,NE
166,,8096,,9702,30.0,,8.0,2018-06-06 09:30:00,5.0,,David Calsyn,,NE20180187,,8.0,2018-06-12 00:00:00,,30.0,,47.664735, -117.507266,2018,6,Approved,2018-06-12 00:00:00,NE
167,,8095,,9701,30.0,,10.0,2018-06-05 09:30:00,5.0,,Don Hunt,,NE20180191,,10.0,2018-06-12 00:00:00,,30.0,,48.216935, -117.274406,2018,6,Approved,2018-06-12 00:00:00,NE
168,JOSEPH M,8268,,9742,30.0,,8.0,2018-06-04 09:30:00,5.0,,Trust 5316 Trust 5316,,NW20180031,,8.0,2018-06-13 00:00:00,,30.0,TRUST 5316,48.303695, -122.53937,2018,6,Approved,2018-06-13 00:00:00,NW
169,,8292,,9739,30.0,,2.0,2018-06-01 09:30:00,5.0,,John Martindale,,PC20180073,,2.0,2018-06-01 00:00:00,,30.0,MARTINDALE-STELLA RD,46.192364, -123.101796,2018,6,Approved,2018-06-01 00:00:00,PC
170,Dan Holeman,8737,,8621,30.0,,2.0,2018-05-29 09:30:00,5.0,,Flowery Trail Homeowners Association Flowery Trail Homeowners Association,,NE20180186,,2.0,2018-05-29 00:00:00,,30.0,,48.315329, -117.575088,2018,5,Approved,2018-05-29 00:00:00,NE
171,,8736,,8620,30.0,,9.0,2018-05-29 09:30:00,5.0,,Kal Kelly,,NE20180189,,9.0,2018-05-29 00:00:00,,30.0,,48.575446, -117.967464,2018,5,Approved,2018-05-29 00:00:00,NE
172,,7633,,9694,30.0,,10.0,2018-05-29 09:30:00,5.0,,David Combs,,NE20180182,,10.0,2018-05-31 00:00:00,,30.0,,48.330072, -117.728745,2018,5,Approved,2018-05-31 00:00:00,NE
173,ROB HILDE INDUSTRIES LLC ROB HILDE INDUSTRIES LLC,5991,,9691,30.0,,4.0,2018-05-29 09:30:00,5.0,,Clayton Dodrill,,NW20180030,,4.0,2018-05-29 00:00:00,,30.0,3505 161ST AVE NE,48.028992, -122.021306,2018,5,Approved,2018-05-29 00:00:00,NW
174,,8013,,9686,30.0,,5.0,2018-05-24 09:30:00,5.0,,Martin Clemans,,PC20180072,,5.0,2018-05-24 00:00:00,,30.0,M. CLEMANS,45.643223, -122.23881,2018,5,Approved,2018-05-24 00:00:00,PC
175,Adam Packer,7543,,8619,95.0,,32.0,2018-05-24 09:30:00,5.0,,Spokane County Public Works Spokane County Public Works,,NE20180127,,32.0,2018-05-27 00:00:00,,95.0,MARSHALL PIT,47.572346, -117.508395,2018,5,Approved,2018-05-27 00:00:00,NE
176,Adam Packer,7542,,8541,29.0,,12.0,2018-05-24 09:30:00,5.0,,Spokane County Public Works Spokane County Public Works,,NE2018,,12.0,2018-05-27 00:00:00,,29.0,DENISON-CHATTAROY,47.896679, -117.379398,2018,5,Approved,2018-05-27 00:00:00,NE
177,Adam Packer,7541,,8540,60.0,,25.0,2018-05-24 09:30:00,5.0,,Spokane County Public Works Spokane County Public Works,,NE20180126,,25.0,2018-05-27 00:00:00,,60.0,DEER-PARKMILAN PIT,48.01035, -117.338815,2018,5,Approved,2018-05-27 00:00:00,NE
178,Adam Packer,7540,,8539,9.0,,44.0,2018-05-24 09:30:00,5.0,,Spokane County Public Works Spokane County Public Works,,NE20180124,,44.0,2018-05-27 00:00:00,,9.0,ELOKIA PIT,48.02498, -117.404017,2018,5,Approved,2018-05-27 00:00:00,NE
179,Adam Packer,7539,,8538,97.0,,32.0,2018-05-24 09:30:00,5.0,,Spokane County Public Works Spokane County Public Works,,NE20180123,,32.0,2018-05-27 00:00:00,,97.0,GREEN BLUFF PIT,47.809388, -117.250695,2018,5,Approved,2018-05-27 00:00:00,NE
180,Steve Loy,6660,,9687,30.0,,1.0,2018-05-24 09:30:00,5.0,,Green Diamond Green Diamond,,OL20180021,,1.0,2018-05-24 00:00:00,,30.0,,47.2347, -123.501588,2018,5,Approved,2018-05-24 00:00:00,OL
181,,8669,,9738,30.0,,9.0,2018-05-22 09:30:00,5.0,,Holbrook Inc Holbrook Inc,,PC20180070,,9.0,2018-05-22 00:00:00,,30.0,FULLER RD,46.598218, -123.086252,2018,5,Approved,2018-05-22 00:00:00,PC
182,,8291,,9685,20.0,,5.0,2018-05-22 09:30:00,5.0,,Luke Williamson,,PC20180069,,5.0,2018-05-22 00:00:00,,20.0,L. WILLIAMSON,45.84628, -122.485833,2018,5,Approved,2018-05-22 00:00:00,PC
183,Eric Koenig,6292,,9584,30.0,,1.0,2018-05-21 09:30:00,5.0,,Meave Ellsworth,,SE20180027,,1.0,2018-05-21 00:00:00,,30.0,ELLSWORTH,47.283029, -121.1998,2018,5,Approved,2018-05-21 00:00:00,SE
184,,6122,1.0,8536,6192.0,,450.0,2018-05-21 10:00:00,480.0,,MVRD Fuels,,40000001294,,400.0,2018-05-21 00:00:00,,5504.0,EIGHTMILE BOTTOM FY18,48.613, -120.193,2018,5,Approved,2018-05-21 00:00:00,FED
185,,8191,,9684,30.0,,5.0,2018-05-18 09:30:00,5.0,,Scott Sorensen,,NE20180185,,5.0,2018-05-22 00:00:00,,30.0,,47.603842, -117.163683,2018,5,Approved,2018-05-22 00:00:00,NE
186,,6686,,9578,30.0,,5.0,2018-05-18 09:30:00,5.0,,Patrick Burns,,PC20180067,,5.0,2018-05-21 00:00:00,,30.0,ESTES RD-BURNS,46.307985, -122.83477,2018,5,Approved,2018-05-21 00:00:00,PC
187,,6685,,9577,30.0,,9.0,2018-05-18 09:30:00,5.0,,Ed Roller III,,PC20180068,,9.0,2018-05-21 00:00:00,,30.0,TOWER RD.-ROLLER III,46.322526, -122.855385,2018,5,Approved,2018-05-21 00:00:00,PC
188,,6122,1.0,9470,6192.0,,450.0,2018-05-18 09:00:00,480.0,,MVRD Fuels,,40000001294,,50.0,2018-05-18 00:00:00,,688.0,EIGHTMILE BOTTOM FY18,48.613, -120.193,2018,5,,,FED
189,Cle Elum,6123,1.0,9471,8480.0,,1600.0,2018-05-17 10:00:00,240.0,,,,40000001295,,75.0,2018-05-17 00:00:00,,400.0,2018 TEANAWAY NATURAL FUELS,47.383, -120.8607,2018,5,Approved,2018-05-17 00:00:00,FED
190,Three Rivers,5990,1.0,8151,11723.0,,714.0,2018-05-17 10:00:00,420.0,,,,40000001291,,400.0,2018-05-17 00:00:00,,6400.0,KETTLE JACK,48.722778, -118.241111,2018,5,,,FED
191,Three Rivers,5990,1.0,8148,11723.0,,714.0,2018-05-16 10:00:00,420.0,,,,40000001291,,30.0,2018-05-16 00:00:00,,360.0,KETTLE JACK,48.722778, -118.241111,2018,5,Approved,2018-05-16 00:00:00,FED
192,,8946,1.0,9641,9425.0,,683.0,2018-05-15 09:00:00,480.0,,MVRD Fuels,,40000001293,,104.0,2018-05-15 00:00:00,,1432.0,UPPER RENDEZVOUS FY18,48.573, -120.292,2018,5,,,FED
193,,8735,,9683,30.0,,2.0,2018-05-15 09:30:00,5.0,,Robert Forwood,,NE20180184,,2.0,2018-05-21 00:00:00,,30.0,,47.881714, -117.293363,2018,5,Approved,2018-05-21 00:00:00,NE
194,,8734,,9682,30.0,,9.0,2018-05-15 09:30:00,5.0,,George Stuivenga,,NE20180183,,9.0,2018-05-21 00:00:00,,30.0,,48.330877, -117.359182,2018,5,Approved,2018-05-21 00:00:00,NE
195,,8733,,9590,30.0,,10.0,2018-05-15 09:30:00,5.0,,Eric Eden,,NE20180181,,10.0,2018-05-21 00:00:00,,30.0,,47.558138, -117.249276,2018,5,Approved,2018-05-21 00:00:00,NE
196,,8732,,9589,30.0,,9.0,2018-05-15 09:30:00,5.0,,Donna Sanford,,NE20180180,,9.0,2018-05-21 00:00:00,,30.0,,47.867484, -117.421851,2018,5,Approved,2018-05-21 00:00:00,NE
197,,8731,,9588,30.0,,10.0,2018-05-15 09:30:00,5.0,,Stan Brazington,,NE20180179,,10.0,2018-05-21 00:00:00,,30.0,,47.620317, -117.078636,2018,5,Approved,2018-05-21 00:00:00,NE
198,Sheldon Magnsuon,8727,,9583,25.0,,12.0,2018-05-15 09:30:00,5.0,,Earl Christensen,,NE20180175,,12.0,2018-05-21 00:00:00,,25.0,,47.48524, -117.400658,2018,5,Approved,2018-05-21 00:00:00,NE
199,Carol Calder,8725,,9581,30.0,,7.0,2018-05-15 09:30:00,5.0,,Loon Lake Acres Loon Lake Acres,,NE20180173,,7.0,2018-05-21 00:00:00,,30.0,,48.100089, -117.662261,2018,5,Approved,2018-05-21 00:00:00,NE
200,Greg Saltsman,7693,,8519,2792.0,,248.0,2018-05-15 09:00:00,300.0,,Washington Department of Fish & Wildlife Washington Department of Fish & Wildlife,,NE20180043,,89.0,2018-04-30 00:00:00,,676.0,SINLAHEKIN POST HARVEST,48.777358, -119.658839,2018,4,Approved,2018-05-15 00:00:00,NE
201,Sam Hilt,7320,,8535,30.0,,7.0,2018-05-15 09:30:00,5.0,,Vera Hilt,,OL20180018,,7.0,2018-05-15 00:00:00,,30.0,,48.079942, -123.456002,2018,5,Approved,2018-05-15 00:00:00,OL
202,Three Rivers,5990,1.0,8149,11723.0,,714.0,2018-05-15 10:00:00,420.0,,,,40000001291,,400.0,2018-05-15 00:00:00,,6400.0,KETTLE JACK,48.722778, -118.241111,2018,5,Approved,2018-05-15 00:00:00,FED
203,,8946,1.0,9211,9425.0,,683.0,2018-05-14 10:00:00,480.0,,MVRD Fuels,,40000001293,,140.0,2018-05-14 00:00:00,,1932.0,UPPER RENDEZVOUS FY18,48.573, -120.292,2018,5,Approved,2018-05-14 00:00:00,FED
204,Sheldon Magnsuon,8730,,9587,39.0,,50.0,2018-05-14 09:30:00,5.0,,William Keener,,NE20180178,,50.0,2018-05-21 00:00:00,,39.0,,47.96615, -117.187748,2018,5,Approved,2018-05-21 00:00:00,NE
205,Sheldon Magnsuon,8729,,9586,35.0,,50.0,2018-05-14 09:30:00,5.0,,YMCA Inland Empire YMCA Inland Empire,,NE20180177,,50.0,2018-05-21 00:00:00,,35.0,,48.053893, -117.403682,2018,5,Approved,2018-05-21 00:00:00,NE
206,Sheldon Magnsuon,8728,,9585,21.0,,30.0,2018-05-14 09:30:00,5.0,,John Lawder,,NE20180176,,30.0,2018-05-21 00:00:00,,21.0,,47.966305, -117.230454,2018,5,Approved,2018-05-21 00:00:00,NE
207,,8726,,9582,30.0,,3.0,2018-05-14 09:30:00,5.0,,Baundi Bond,,NE20180174,,3.0,2018-05-21 00:00:00,,30.0,,47.621473, -117.722485,2018,5,Approved,2018-05-21 00:00:00,NE
208,James Bunch,8724,,9580,4.0,,10.0,2018-05-14 09:30:00,5.0,,James Bunch,,NE20180172,,10.0,2018-05-21 00:00:00,,4.0,,47.83835, -117.508278,2018,5,Approved,2018-05-21 00:00:00,NE
209,Bret Reynaud,7815,,9212,30.0,,5.0,2018-05-14 09:30:00,5.0,,Bret Reynaud,,SP20180019,,5.0,2018-05-14 00:00:00,,30.0,143RD TENINO,46.886898, -122.918889,2018,5,Approved,2018-05-14 00:00:00,SP
210,Greg Saltsman,7693,,8518,2792.0,,248.0,2018-05-14 09:00:00,300.0,,Washington Department of Fish & Wildlife Washington Department of Fish & Wildlife,,NE20180043,,89.0,2018-04-30 00:00:00,,676.0,SINLAHEKIN POST HARVEST,48.777358, -119.658839,2018,4,Approved,2018-05-14 00:00:00,NE
211,,6397,,8534,30.0,,10.0,2018-05-14 09:30:00,5.0,,Tom Paulin,,PC20180066,,10.0,2018-05-15 00:00:00,,30.0,PAULIN,46.670954, -123.150592,2018,5,Approved,2018-05-15 00:00:00,PC
212,,7347,,8949,30.0,,9.0,2018-05-11 09:30:00,5.0,,Mert Barney,,PC20180062,,9.0,2018-05-11 00:00:00,,30.0,BARNEY-ROSE VALLEY,46.104821, -122.815816,2018,5,Approved,2018-05-11 00:00:00,PC
213,,7163,,8842,30.0,,3.0,2018-05-11 09:30:00,5.0,,George Peterson,,PC20180064,,3.0,2018-05-11 00:00:00,,30.0,G PETERSON,45.788568, -122.4859,2018,5,Approved,2018-05-11 00:00:00,PC
214,,7620,,10880,60.0,,16.0,2018-05-10 09:30:00,5.0,,RICHARD HOYT RICHARD HOYT,,SE20180024,,16.0,2018-11-29 00:00:00,,60.0,SOUTHEAST,47.168583, -121.038098,2018,11,Approved,2018-11-29 00:00:00,SE
215,,7538,,9043,40.0,,5.0,2018-05-10 09:30:00,5.0,,Chan Massie,,PC20180065,,5.0,2018-05-10 00:00:00,,40.0,C.MASSIE,45.931269, -122.629103,2018,5,Approved,2018-05-10 00:00:00,PC
