Incident Name,Incident Number,Classification,Region,County,Final Total Acres,Type of Date,General Cause,Specific Cause,Specific Sub Cause,Date,Time
OWENS,318,Classified,NORTHEAST,Spokane County,,First Attack,Smoker,Cigarette or cigar thrown from vehicle,None,08/01/15,9:52
OWENS,318,Classified,NORTHEAST,Spokane County,,Started,Smoker,Cigarette or cigar thrown from vehicle,None,08/01/15,9:40
REDMOND,986,False Alarm,NORTHEAST,Ferry County,,Started,Undetermined,None,None,08/01/15,19:00
SHEEP CREEK,320,Classified,NORTHEAST,Stevens County,,First Attack,Miscellaneous,Vehicle Fire,None,08/01/15,17:36
SHEEP CREEK,320,Classified,NORTHEAST,Stevens County,,Started,Miscellaneous,Vehicle Fire,None,08/01/15,17:25
SOUTH PRAIRIE,96,Classified,SO PUGET,Pierce County,,Started,Miscellaneous,Other,None,08/01/15,15:15
SOUTH PRAIRIE,96,Classified,SO PUGET,Pierce County,,First Attack,Miscellaneous,Other,None,08/01/15,15:38
Sundown,1543,Other Agency,SOUTHEAST,Yakima County,,Started,Under Investigation,Under Investigation,None,08/01/15,13:09
Tanker,97,Classified,SOUTHEAST,Kittitas County,,Started,Miscellaneous,Vehicle Fire,None,08/01/15,8:54
Tanker,97,Classified,SOUTHEAST,Kittitas County,,First Attack,Miscellaneous,Vehicle Fire,None,08/01/15,9:20
WANACUT BROWN,985,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,08/01/15,16:58
WATOKA WAY,319,Classified,NORTHEAST,Okanogan County,,Started,Miscellaneous,Burning material from auto (other than thrown),None,08/01/15,11:30
WATOKA WAY,319,Classified,NORTHEAST,Okanogan County,,First Attack,Miscellaneous,Burning material from auto (other than thrown),None,08/01/15,11:58
WINTER FIELD,984,False Alarm,NORTHEAST,Pend Oreille County,,Started,Undetermined,None,None,08/01/15,13:41
WYNOOCHEE,840,False Alarm,SO PUGET,Grays Harbor County,,Started,Undetermined,None,None,08/01/15,17:45
WYNOOCHIE SMOKE,816,False Alarm,OLYMPIC,Grays Harbor County,,Started,Undetermined,None,None,08/01/15,18:00
ADDISON ROAD ,315,Classified,NORTHEAST,Spokane County,,Started,Children,Children 10-18,Other,07/31/15,11:45
ADDISON ROAD ,315,Classified,NORTHEAST,Spokane County,,First Attack,Children,Children 10-18,Other,07/31/15,11:40
BANK,94,Classified,PACIFIC CASC,Lewis County,,Started,Miscellaneous,Vehicle Fire,None,07/31/15,8:40
BANK,94,Classified,PACIFIC CASC,Lewis County,,First Attack,Miscellaneous,Vehicle Fire,None,07/31/15,8:40
BENNETTSEN ROAD,95,Classified,SO PUGET,Mason County,,Started,Miscellaneous,Firearms,Tracer/Incendiary/Bullet,07/31/15,22:00
BENNETTSEN ROAD,95,Classified,SO PUGET,Mason County,,First Attack,Miscellaneous,Firearms,Tracer/Incendiary/Bullet,07/31/15,22:50
BONNEY LANE,1515,Other Agency,SO PUGET,Thurston County,,Started,Debris Burning,None,None,07/31/15,11:50
DECKERVILLE,94,Classified,SO PUGET,Mason County,,Started,Smoker,Adult Smoking,None,07/31/15,16:20
DECKERVILLE,94,Classified,SO PUGET,Mason County,,First Attack,Smoker,Adult Smoking,None,07/31/15,16:30
DEXTER,100,Classified,PACIFIC CASC,Lewis County,,Started,Miscellaneous,Fireworks other than children,None,07/31/15,22:00
EAGLE SPRINGS,1568,Other Agency,NORTHEAST,Lincoln County,,Started,Miscellaneous,Other,None,07/31/15,13:35
HWY 101 AND KNEELAND,838,False Alarm,SO PUGET,Mason County,,Started,Undetermined,None,None,07/31/15,16:30
LONG LAKE,316,Classified,NORTHEAST,Spokane County,,First Attack,Miscellaneous,Structure Fire,None,07/31/15,17:37
LONG LAKE,316,Classified,NORTHEAST,Spokane County,,Started,Miscellaneous,Structure Fire,None,07/31/15,17:11
MILES GRAVEL,92,Classified,SO PUGET,Thurston County,,Started,Miscellaneous,Burning material from auto (other than thrown),None,07/31/15,15:15
MILES GRAVEL,92,Classified,SO PUGET,Thurston County,,First Attack,Miscellaneous,Burning material from auto (other than thrown),None,07/31/15,15:20
OUTBACK ,314,Classified,NORTHEAST,Spokane County,,Started,Lightning,None,None,07/31/15,7:30
OUTBACK ,314,Classified,NORTHEAST,Spokane County,,First Attack,Lightning,None,None,07/31/15,9:53
PLAZA ROAD,1567,Other Agency,NORTHEAST,Spokane County,,Started,Miscellaneous,Burning material from auto (other than thrown),None,07/31/15,10:04
POLK,15,Classified,OLYMPIC,Grays Harbor County,,Started,Recreation,Camper,Campfire,07/31/15,12:30
POLK,15,Classified,OLYMPIC,Grays Harbor County,,First Attack,Recreation,Camper,Campfire,07/31/15,14:05
PONTIAC RIDGE,982,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,07/31/15,19:03
PRESTON 1-90,837,False Alarm,SO PUGET,King County,,Started,Undetermined,None,None,07/31/15,12:21
SALZER VALLEY,95,Classified,PACIFIC CASC,Lewis County,,Started,Debris Burning,None,None,07/31/15,19:32
SALZER VALLEY,95,Classified,PACIFIC CASC,Lewis County,,First Attack,Debris Burning,None,None,07/31/15,19:30
SNAG LAKE,842,False Alarm,PACIFIC CASC,Pacific County,,Started,Undetermined,None,None,07/31/15,8:24
SPENCER LAKE,839,False Alarm,SO PUGET,Mason County,,Started,Undetermined,None,None,07/31/15,21:50
TILLMAN EAST,317,Classified,NORTHEAST,Okanogan County,,Started,Lightning,None,None,07/31/15,18:00
TILLMAN EAST,317,Classified,NORTHEAST,Okanogan County,,First Attack,Lightning,None,None,07/31/15,13:38
VAIL CUT OFF ROAD,93,Classified,SO PUGET,Thurston County,,Started,Miscellaneous,Power Line,None,07/31/15,15:30
VAIL CUT OFF ROAD,93,Classified,SO PUGET,Thurston County,,First Attack,Miscellaneous,Power Line,None,07/31/15,16:01
VERNON,108,Classified,PACIFIC CASC,Pacific County,,First Attack,Miscellaneous,Other,None,07/31/15,16:30
VERNON,108,Classified,PACIFIC CASC,Pacific County,,Started,Miscellaneous,Other,None,07/31/15,16:30
WISHKAH LOOKOUT,814,False Alarm,OLYMPIC,Grays Harbor County,,Started,Undetermined,None,None,07/31/15,14:00
FUMI CIRCLE,311,Classified,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/30/15,12:15
FUMI CIRCLE,311,Classified,NORTHEAST,Stevens County,,First Attack,Undetermined,None,None,07/30/15,12:39
G&L SHAKE,14,Classified,OLYMPIC,Jefferson County,,Started,Miscellaneous,Power Line,None,07/30/15,6:00
G&L SHAKE,14,Classified,OLYMPIC,Jefferson County,,First Attack,Miscellaneous,Power Line,None,07/30/15,8:05
GRAPHITE ,1569,Other Agency,NORTHEAST,Ferry County,,Started,Lightning,None,None,07/30/15,16:50
LIVINGSTON QUARRY,93,Classified,PACIFIC CASC,Clark County,,Started,Miscellaneous,Fireworks other than children,None,07/30/15,20:40
LIVINGSTON QUARRY,93,Classified,PACIFIC CASC,Clark County,,First Attack,Miscellaneous,Fireworks other than children,None,07/30/15,21:30
OFFUTT LAKE,91,Classified,SO PUGET,Thurston County,,First Attack,Undetermined,None,None,07/30/15,21:00
OFFUTT LAKE,91,Classified,SO PUGET,Thurston County,,Started,Undetermined,None,None,07/30/15,21:00
RIVER ESTATES,312,Classified,NORTHEAST,Spokane County,,First Attack,Miscellaneous,Burning material from auto (other than thrown),None,07/30/15,12:08
RIVER ESTATES,312,Classified,NORTHEAST,Spokane County,,Started,Miscellaneous,Burning material from auto (other than thrown),None,07/30/15,12:00
SAUK,53,Classified,NORTHWEST,Skagit County,,Started,Miscellaneous,Other,None,07/30/15,21:30
SAUK,53,Classified,NORTHWEST,Skagit County,,First Attack,Miscellaneous,Other,None,07/30/15,21:30
SOPHIE MOUNTAIN,313,Classified,NORTHEAST,Stevens County,,First Attack,Lightning,None,None,07/30/15,16:35
TWEEDIE,981,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,07/30/15,16:12
WILSON CREEK,92,Classified,PACIFIC CASC,Pacific County,,Started,Under Investigation,Under Investigation,None,07/30/15,7:42
WILSON CREEK,92,Classified,PACIFIC CASC,Pacific County,,First Attack,Under Investigation,Under Investigation,None,07/30/15,8:00
99,90,Classified,SO PUGET,Thurston County,,First Attack,Miscellaneous,Burning material from auto (other than thrown),None,07/29/15,21:45
99,90,Classified,SO PUGET,Thurston County,,Started,Miscellaneous,Burning material from auto (other than thrown),None,07/29/15,20:15
ALPHA 2 ,91,Classified,PACIFIC CASC,Lewis County,,First Attack,Arson,Other,None,07/29/15,17:47
ALPHA 2 ,91,Classified,PACIFIC CASC,Lewis County,,Started,Arson,Other,None,07/29/15,15:16
BAMBINO,310,Classified,NORTHEAST,Ferry County,,First Attack,Lightning,None,None,07/29/15,15:28
BURGE HAZE,978,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,07/29/15,11:03
CALIFORNIA OREGON,89,Classified,SO PUGET,Mason County,,Started,Miscellaneous,Firearms,Tracer/Incendiary/Bullet,07/29/15,15:00
CALIFORNIA OREGON,89,Classified,SO PUGET,Mason County,,First Attack,Miscellaneous,Firearms,Tracer/Incendiary/Bullet,07/29/15,16:35
FA-HATCHERY,839,False Alarm,PACIFIC CASC,Clark County,,Started,Undetermined,None,None,07/29/15,9:21
HANKS WAY,308,Classified,NORTHEAST,Stevens County,,Started,Miscellaneous,Other,None,07/29/15,13:46
HANKS WAY,308,Classified,NORTHEAST,Stevens County,,First Attack,Miscellaneous,Other,None,07/29/15,14:03
INC 727,1542,Other Agency,SOUTHEAST,Walla Walla County,,Started,Undetermined,None,None,07/29/15,12:00
LOUISE LOOKOUT,52,Classified,NORTHWEST,Whatcom County,,Started,Recreation,Other,Other,07/29/15,14:00
LOUISE LOOKOUT,52,Classified,NORTHWEST,Whatcom County,,First Attack,Recreation,Other,Other,07/29/15,16:53
LYDIA,90,Classified,PACIFIC CASC,Cowlitz County,,Started,Under Investigation,Under Investigation,None,07/29/15,1:00
LYDIA,90,Classified,PACIFIC CASC,Cowlitz County,,First Attack,Under Investigation,Under Investigation,None,07/29/15,1:00
MARIAS TWO ,1565,Other Agency,NORTHEAST,Okanogan County,,Started,Lightning,None,None,07/29/15,14:03
MCFARLAND DRIFT,980,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,07/29/15,17:25
MILL ROAD,88,Classified,SO PUGET,Thurston County,,Started,Undetermined,None,None,07/29/15,15:55
MILL ROAD,88,Classified,SO PUGET,Thurston County,,First Attack,Undetermined,None,None,07/29/15,15:57
MORAN SEVEN,977,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/29/15,11:27
NO WRIGHTS,979,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/29/15,14:01
PIKE SPOT,307,Classified,NORTHEAST,Spokane County,,First Attack,Miscellaneous,Other,None,07/29/15,8:26
PIKE SPOT,307,Classified,NORTHEAST,Spokane County,,Started,Miscellaneous,Other,None,07/29/15,8:00
RASHFORD SPUR,89,Classified,PACIFIC CASC,Cowlitz County,,First Attack,Recreation,Day Use,Campfire,07/29/15,11:00
RASHFORD SPUR,89,Classified,PACIFIC CASC,Cowlitz County,,Started,Recreation,Day Use,Campfire,07/29/15,9:36
SAN LAKE,976,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,07/29/15,8:27
Scotty Creek,1541,Other Agency,SOUTHEAST,Chelan County,,Started,Under Investigation,None,None,07/29/15,16:29
TELFORD,309,Classified,NORTHEAST,Lincoln County,,Started,Miscellaneous,Other,None,07/29/15,15:32
TELFORD,309,Classified,NORTHEAST,Lincoln County,,First Attack,Miscellaneous,Other,None,07/29/15,15:40
34 COMMAND,1513,Other Agency,SO PUGET,King County,,Started,Undetermined,None,None,07/28/15,23:00
ALPHA,88,Classified,PACIFIC CASC,Lewis County,,First Attack,Undetermined,None,None,07/28/15,11:42
ALPHA,88,Classified,PACIFIC CASC,Lewis County,,Started,Undetermined,None,None,07/28/15,11:20
CAMP REED,975,False Alarm,NORTHEAST,Pend Oreille County,,Started,Undetermined,None,None,07/28/15,17:01
GROUSE ROAD,305,Classified,NORTHEAST,Spokane County,,First Attack,Miscellaneous,Electric Fence,None,07/28/15,12:32
GROUSE ROAD,305,Classified,NORTHEAST,Spokane County,,Started,Miscellaneous,Electric Fence,None,07/28/15,12:15
INDIAN SUMMER,87,Classified,SO PUGET,Thurston County,,First Attack,Under Investigation,Under Investigation,None,07/28/15,11:20
INDIAN SUMMER,87,Classified,SO PUGET,Thurston County,,Started,Under Investigation,Under Investigation,None,07/28/15,10:15
LEFT CHEEK,51,Classified,NORTHWEST,Snohomish County,,Started,Recreation,Day Use,Campfire,07/28/15,11:00
LEFT CHEEK,51,Classified,NORTHWEST,Snohomish County,,First Attack,Recreation,Day Use,Campfire,07/28/15,11:30
MARINE 14,50,Classified,NORTHWEST,Snohomish County,,Started,Undetermined,None,None,07/28/15,12:00
MARINE 14,50,Classified,NORTHWEST,Snohomish County,,First Attack,Undetermined,None,None,07/28/15,12:00
STARR ROAD,306,Classified,NORTHEAST,Spokane County,,Started,Smoker,Other,None,07/28/15,13:20
STARR ROAD,306,Classified,NORTHEAST,Spokane County,,First Attack,Smoker,Other,None,07/28/15,13:17
BELAIR,302,Classified,NORTHEAST,Spokane County,,Started,Lightning,None,None,07/27/15,15:30
BELAIR,302,Classified,NORTHEAST,Spokane County,,First Attack,Lightning,None,None,07/27/15,16:05
BLUE DUD,968,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,07/27/15,11:27
BOWMAN,974,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,07/27/15,14:21
CHOCTAW,304,Classified,NORTHEAST,Spokane County,,Started,Lightning,None,None,07/27/15,17:46
CHOCTAW,304,Classified,NORTHEAST,Spokane County,,First Attack,Lightning,None,None,07/27/15,18:30
CLEATOR,49,Classified,NORTHWEST,Whatcom County,,Started,Smoker,Adult Smoking,None,07/27/15,19:00
CLEATOR,49,Classified,NORTHWEST,Whatcom County,,First Attack,Smoker,Adult Smoking,None,07/27/15,20:00
Cloverland One,96,Classified,SOUTHEAST,Asotin County,,Started,Debris Burning,None,None,07/27/15,12:00
Cloverland One,96,Classified,SOUTHEAST,Asotin County,,First Attack,Debris Burning,None,None,07/27/15,20:30
FOSS RIVER ROAD,48,Classified,NORTHWEST,King County,,Started,Recreation,Other,Campfire,07/27/15,12:37
FOSS RIVER ROAD,48,Classified,NORTHWEST,King County,,First Attack,Recreation,Other,Campfire,07/27/15,12:17
HARDESTY,303,Classified,NORTHEAST,Spokane County,,Started,Lightning,None,None,07/27/15,14:30
HARDESTY,303,Classified,NORTHEAST,Spokane County,,First Attack,Lightning,None,None,07/27/15,13:58
HAVANA 29TH,970,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,07/27/15,13:01
LAUREL ROAD,969,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,07/27/15,15:25
LITTLE SQUALICUM BEACH,47,Classified,NORTHWEST,Whatcom County,,Started,Smoker,Adult Smoking,None,07/27/15,8:03
LITTLE SQUALICUM BEACH,47,Classified,NORTHWEST,Whatcom County,,First Attack,Smoker,Adult Smoking,None,07/27/15,7:30
SEIGEL HILL,972,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/27/15,12:42
SUNDANCE,1564,Other Agency,NORTHEAST,Stevens County,,Started,Miscellaneous,Structure Fire,None,07/27/15,9:45
AIRPORT CAMP,1563,Other Agency,NORTHEAST,Spokane County,,Started,Recreation,Camper,Campfire,07/26/15,4:47
ANDREAS,967,False Alarm,NORTHEAST,Ferry County,,Started,Undetermined,None,None,07/26/15,15:02
BAMBINO,310,Classified,NORTHEAST,Ferry County,,Started,Lightning,None,None,07/26/15,23:00
FLYING GRANITE,971,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,07/26/15,18:00
HWY 2 AND VIRGIL,300,Classified,NORTHEAST,Lincoln County,,Started,Miscellaneous,Other,None,07/26/15,17:32
HWY 2 AND VIRGIL,300,Classified,NORTHEAST,Lincoln County,,First Attack,Miscellaneous,Other,None,07/26/15,17:39
KODIAC,87,Classified,PACIFIC CASC,Lewis County,,First Attack,Children,Children 3-9,Other,07/26/15,23:30
KODIAC,87,Classified,PACIFIC CASC,Lewis County,,Started,Children,Children 3-9,Other,07/26/15,7:26
PETERSON SWAMP,966,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/26/15,13:34
WHITE MAN CREEK,301,Classified,NORTHEAST,Pend Oreille County,,First Attack,Lightning,None,None,07/26/15,18:16
WHITE ROAD,299,Classified,NORTHEAST,Spokane County,,First Attack,Arson,Other,None,07/26/15,4:52
WHITE ROAD,299,Classified,NORTHEAST,Spokane County,,Started,Arson,Other,None,07/26/15,3:45
231 MIDWAY,623,Unclassified,NORTHEAST,Stevens County,,Started,Miscellaneous,Power Line,None,07/25/15,14:36
BADGER,964,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,07/25/15,10:32
BEAVER VALLEY,298,Classified,NORTHEAST,Pend Oreille County,,Started,Lightning,None,None,07/25/15,16:00
BEAVER VALLEY,298,Classified,NORTHEAST,Pend Oreille County,,First Attack,Lightning,None,None,07/25/15,17:32
CAMPBELLS CHICKEN,961,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,07/25/15,9:03
PASCOE,624,Unclassified,PACIFIC CASC,Lewis County,,Started,Miscellaneous,Other,None,07/25/15,11:07
PLEASENT HILL,637,Unclassified,PACIFIC CASC,Cowlitz County,,Started,Miscellaneous,Other,None,07/25/15,11:51
SATSOP TOWERS,813,False Alarm,OLYMPIC,Grays Harbor County,,Started,Undetermined,None,None,07/25/15,11:49
SILVER BIRCH,962,False Alarm,NORTHEAST,Pend Oreille County,,Started,Undetermined,None,None,07/25/15,10:50
SOPHIE MOUNTAIN,313,Classified,NORTHEAST,Stevens County,,Started,Lightning,None,None,07/25/15,18:00
SQUAW CREEK,965,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/25/15,19:44
STARDUST,973,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,07/25/15,19:28
TAMERACK,963,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/25/15,12:51
WHITE MAN CREEK,301,Classified,NORTHEAST,Pend Oreille County,,Started,Lightning,None,None,07/25/15,17:00
LUTHER VALLEY ROAD,297,Classified,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/24/15,14:25
LUTHER VALLEY ROAD,297,Classified,NORTHEAST,Stevens County,,First Attack,Undetermined,None,None,07/24/15,15:28
Outlaw Draw,1534,Other Agency,SOUTHEAST,Douglas County,,Started,Undetermined,None,None,07/24/15,18:51
PINE TOP CATERPILLAR,296,Classified,NORTHEAST,Stevens County,,Started,Miscellaneous,Other,None,07/24/15,11:25
PINE TOP CATERPILLAR,296,Classified,NORTHEAST,Stevens County,,First Attack,Miscellaneous,Other,None,07/24/15,12:00
Pine Forest,94,Classified,SOUTHEAST,Klickitat County,,Started,Under Investigation,Under Investigation,None,07/24/15,23:20
Pine Forest,94,Classified,SOUTHEAST,Klickitat County,,First Attack,Under Investigation,Under Investigation,None,07/24/15,23:55
WHITTIER,958,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/24/15,10:04
WRIGLEY NO,960,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/24/15,17:57
ADDY GIFFORD,292,Classified,NORTHEAST,Stevens County,,First Attack,Undetermined,None,None,07/23/15,13:50
ADDY GIFFORD,292,Classified,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/23/15,13:19
BAKER 20,46,Classified,NORTHWEST,Skagit County,,First Attack,Miscellaneous,Burning material from auto (other than thrown),None,07/23/15,13:00
BAKER 20,46,Classified,NORTHWEST,Skagit County,,Started,Miscellaneous,Burning material from auto (other than thrown),None,07/23/15,13:38
BLUE CREEK,956,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,07/23/15,15:24
BMIDC 678,95,Classified,SOUTHEAST,Walla Walla County,,First Attack,Miscellaneous,Other,None,07/23/15,14:46
CAYUSE GREEN,959,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,07/23/15,21:51
DEPOT SPOT,295,Classified,NORTHEAST,Spokane County,,Started,Arson,Other,None,07/23/15,22:30
DEPOT SPOT,295,Classified,NORTHEAST,Spokane County,,First Attack,Arson,Other,None,07/23/15,23:54
Haystack,93,Classified,SOUTHEAST,Asotin County,,Started,Lightning,None,None,07/23/15,15:03
Haystack,93,Classified,SOUTHEAST,Asotin County,,First Attack,Lightning,None,None,07/23/15,15:34
